Unique ID,Email,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?.1,Q2 - Did you switch careers into Data?,Q3 - Current Yearly Salary (in USD),Average Salary,Q4 - What Industry do you work in?.1,Q4 - What Industry do you work in?.2,Q5 - Favorite Programming Language.1,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important t","Q8 - If you were to look for a new job today, what would be the most important.1",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?.1,Q11 - Which Country do you live in?.2,Q12 - Highest Level of Education,Q13 - Ethnicity
62a3684ebc6861bf31771f15,anonymous,10-Jun-22,11:50:00 AM,12:00:48 AM,Data Analyst,No,106k-125k,115.5,Finance,null,Python,4,4,4,4,4,4,Neither easy nor difficult,Better Salary,null,Male,25,United States,null,Bachelors,White or Caucasian
62a3688df8f7561645857f7e,anonymous,10-Jun-22,11:51:00 AM,12:00:57 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Market research,Python,5,5,5,5,5,5,Neither easy nor difficult,Remote Work,null,Female,27,Other ,Please Specify):Kosovo,Masters,White or Caucasian
62a368ee2e54c9003e537e4a,anonymous,10-Jun-22,11:53:00 AM,12:01:45 AM,Data Analyst,Yes,0-40k,20,Finance,null,C/C++,5,10,10,8,10,10,Very Easy,Good Work/Life Balance,null,Male,30,United Kingdom,null,Bachelors,White or Caucasian
62a369280a77c1a77f661ad0,anonymous,10-Jun-22,11:54:00 AM,12:02:41 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,0,3,null,null,null,6,Neither easy nor difficult,Remote Work,null,Male,29,Other ,Please Specify):Nigeria ,Bachelors,Black or African American
62a36969f8f756164585821d,anonymous,10-Jun-22,11:55:00 AM,12:03:43 AM,Other ,Yes,0-40k,20,Healthcare,null,Python,10,2,8,5,0,6,Easy,Better Salary,null,Male,25,India,null,Masters,Other (Please Specify):Indian
62a3697ff408bae018ed948b,anonymous,10-Jun-22,11:55:00 AM,12:01:28 AM,Data Analyst,No,86k-105k,95.5,Telecommunication,null,Other,7,7,5,7,7,7,Easy,Remote Work,null,Male,40,United States,null,High School,Hispanic or Latino
62a36ac6cf255543173063d8,anonymous,10-Jun-22,12:01:00 PM,12:02:59 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify):Government,Other,6,10,8,8,4,4,Neither easy nor difficult,Better Salary,null,Female,29,Canada,null,Bachelors,Other (Please Specify)
62a36ad1f408bae018ed9793,anonymous,10-Jun-22,12:01:00 PM,12:04:44 AM,Data Analyst,No,41k-65k,53,Other ,Please Specify),Python,0,3,3,3,3,null,Difficult,Remote Work,null,Male,29,India,null,Masters,Asian or Asian American
62a36b6c24a26260273882a2,anonymous,10-Jun-22,12:03:00 PM,12:01:40 AM,Data Analyst,Yes,0-40k,20,Education,null,Python,1,2,2,3,3,4,Neither easy nor difficult,Better Salary,null,Male,28,Other ,Please Specify):Nigeria ,Masters,Black or African American
62a36b862e54c9003e5383c6,anonymous,10-Jun-22,12:04:00 PM,12:02:21 AM,Other ,No,86k-105k,95.5,Other ,Please Specify):hospitality,Other,5,2,0,2,0,0,Neither easy nor difficult,Good Work/Life Balance,null,Male,34,United Kingdom,null,Bachelors,White or Caucasian
62a36d12f8d5efcc22f82cd8,anonymous,10-Jun-22,12:10:00 PM,12:02:58 AM,Student/Looking/None,No,0-40k,20,Tech,null,Python,0,4,7,6,7,8,Easy,Other ,Please Specify):Learning possibilities,Male,24,Other ,Please Specify):Belgium,Masters,White or Caucasian
62a36d3124a262602738862c,anonymous,10-Jun-22,12:11:00 PM,12:02:23 AM,Data Analyst,Yes,0-40k,20,Telecommunication,null,Python,5,8,8,9,7,9,Very Easy,Better Salary,null,Male,26,Other ,Please Specify):Iraq,Bachelors,Other (Please Specify):Kurdish
62a36e470a77c1a77f662470,anonymous,10-Jun-22,12:16:00 PM,12:01:21 AM,Data Analyst,No,125k-150k,137.5,Tech,null,Python,10,5,10,10,6,10,Difficult,Good Work/Life Balance,null,Male,28,United States,null,Bachelors,Hispanic or Latino
62a36e7024a262602738890a,anonymous,10-Jun-22,12:16:00 PM,12:00:59 AM,Student/Looking/None,No,0-40k,20,Education,null,R,5,4,4,4,5,5,Difficult,Good Work/Life Balance,null,Male,25,Other ,Please Specify):Germany,Masters,White or Caucasian
62a36fe67dc029e2d66c5303,anonymous,10-Jun-22,12:23:00 PM,12:02:52 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,1,4,9,7,8,10,Easy,Better Salary,null,Male,33,Other ,Please Specify):Colombia,Bachelors,Hispanic or Latino
62a3701f575fa3a5ae89164e,anonymous,10-Jun-22,12:23:00 PM,12:01:01 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,Python,4,4,6,3,4,0,Neither easy nor difficult,Remote Work,null,Male,30,Other ,Please Specify):Ireland ,Masters,White or Caucasian
62a370635d257a28a30de5eb,anonymous,10-Jun-22,12:25:00 PM,12:02:51 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,1,1,1,1,1,1,Very Difficult,Better Salary,null,Male,35,India,null,Bachelors,Other (Please Specify):Indian
62a37128d8c00e9f541a39dd,anonymous,10-Jun-22,12:28:00 PM,12:01:57 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Automotive,Other,5,2,5,5,3,4,Difficult,Better Salary,null,Male,25,Other ,Please Specify):Romania,Bachelors,White or Caucasian
62a3715124a2626027388f02,anonymous,10-Jun-22,12:29:00 PM,12:01:21 AM,Data Analyst,No,0-40k,20,Real Estate,null,Python,4,7,9,5,2,8,Easy,Better Salary,null,Male,23,Other ,Please Specify):Spain,Bachelors,White or Caucasian
62a37222cf2555431730732d,anonymous,10-Jun-22,12:32:00 PM,12:02:10 AM,Data Engineer,No,0-40k,20,Healthcare,null,Python,6,6,6,5,4,7,Neither easy nor difficult,Good Work/Life Balance,null,Male,24,Other ,Please Specify):Mexico,Bachelors,Hispanic or Latino
62a373efbc6861bf3177360b,anonymous,10-Jun-22,12:40:00 PM,12:02:40 AM,Data Analyst,Yes,150k-225k,187.5,Education,null,Other,8,9,9,7,6,6,Neither easy nor difficult,Better Salary,null,Male,27,United States,null,Masters,Black or African American
62a3759e5d257a28a30def3a,anonymous,10-Jun-22,12:47:00 PM,12:01:24 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Chemical Manufacturing,Python,4,10,10,8,5,6,Neither easy nor difficult,Remote Work,null,Male,32,United States,null,Bachelors,Asian or Asian American
62a3777624a262602738997e,anonymous,10-Jun-22,12:55:00 PM,12:01:55 AM,Data Analyst,Yes,41k-65k,53,Tech,null,Python,3,5,4,4,4,4,Neither easy nor difficult,Good Work/Life Balance,null,Male,50,Canada,null,Bachelors,White or Caucasian
62a377987dc029e2d66c638d,anonymous,10-Jun-22,12:55:00 PM,12:01:25 AM,Data Architect,Yes,66k-85k,75.5,Other ,Please Specify):Poultry,Python,7,7,8,9,10,10,Neither easy nor difficult,Remote Work,null,Male,29,United States,null,High School,White or Caucasian
62a377f424a2626027389af3,anonymous,10-Jun-22,12:57:00 PM,12:03:54 AM,Data Analyst,Yes,0-40k,20,Telecommunication,null,R,2,8,7,6,5,6,Neither easy nor difficult,Good Work/Life Balance,null,Male,41,Other ,Please Specify):Peru,Bachelors,Hispanic or Latino
62a3784c0f8c8599d5af8fbc,anonymous,10-Jun-22,12:58:00 PM,12:01:54 AM,Other ,No,0-40k,20,Other ,Please Specify):Renewable Resources,R,1,7,7,1,4,10,Neither easy nor difficult,Better Salary,null,Male,23,United States,null,Associates,White or Caucasian
62a37a43d8c00e9f541a4a7c,anonymous,10-Jun-22,1:07:00 PM,12:03:34 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,4,7,8,7,8,8,Difficult,Better Salary,null,Male,31,Other ,Please Specify):Nigeria,Bachelors,Black or African American
62a37a7818134ddc75cf0d4c,anonymous,10-Jun-22,1:08:00 PM,12:01:27 AM,Data Analyst,No,0-40k,20,Healthcare,null,Python,0,10,10,10,10,10,Difficult,Better Salary,null,Male,22,Other ,Please Specify):Philippines,Bachelors,Native Hawaiian or other Pacific Islander
62a37aa1cf255543173081e5,anonymous,10-Jun-22,1:08:00 PM,12:01:51 AM,Data Analyst,No,66k-85k,75.5,Finance,null,Python,3,5,5,5,3,3,Very Difficult,Better Salary,null,Male,29,United States,null,Masters,Hispanic or Latino
62a37ad924a2626027389f8a,anonymous,10-Jun-22,1:09:00 PM,12:02:04 AM,Data Scientist,Yes,0-40k,20,Tech,null,Python,4,4,4,0,0,6,Difficult,Good Culture,null,Male,23,Other ,Please Specify):Malaysia,Bachelors,Other (Please Specify):Indian
62a37b7db4da29969c636123,anonymous,10-Jun-22,1:12:00 PM,12:01:25 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):Customer service ,Other,0,0,1,1,0,1,Neither easy nor difficult,Remote Work,null,Female,24,United States,null,High School,Hispanic or Latino
62a37bab2e54c9003e53a10a,anonymous,10-Jun-22,1:13:00 PM,12:02:09 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify): Manufacturering ,Python,5,9,10,10,5,10,Neither easy nor difficult,Better Salary,null,Male,26,United States,null,Bachelors,Black or African American
62a37c50cec54911e9cacee2,anonymous,10-Jun-22,1:16:00 PM,12:01:30 AM,Student/Looking/None,Yes,0-40k,20,Finance,null,Python,4,3,5,2,2,3,Difficult,Good Culture,null,Male,31,India,null,Bachelors,Asian or Asian American
62a37d41bae91e4b8b8369f7,anonymous,10-Jun-22,1:20:00 PM,12:01:31 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):sports,Python,1,1,1,1,7,9,Neither easy nor difficult,Remote Work,null,Male,22,Other ,Please Specify):nigeria,Bachelors,Black or African American
62a37f8db4da29969c6367bf,anonymous,10-Jun-22,1:29:00 PM,12:02:32 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):fashion/online store,Python,7,8,10,8,7,5,Neither easy nor difficult,Remote Work,null,Male,31,Other ,Please Specify):Germany,Bachelors,White or Caucasian
62a37ff3bae91e4b8b836ed0,anonymous,10-Jun-22,1:31:00 PM,12:01:21 AM,Student/Looking/None,Yes,0-40k,20,Tech,null,Python,0,4,0,0,4,5,Neither easy nor difficult,Better Salary,null,Male,27,United States,null,Masters,Asian or Asian American
62a38023575fa3a5ae89339e,anonymous,10-Jun-22,1:32:00 PM,12:01:32 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):I am a student,Python,1,1,2,1,1,1,Difficult,Better Salary,null,Female,25,United States,null,Bachelors,Asian or Asian American
62a38153cec54911e9cad855,anonymous,10-Jun-22,1:37:00 PM,12:24:18 AM,Data Analyst,Yes,0-40k,20,Healthcare,null,Python,4,10,10,8,8,10,Easy,Good Work/Life Balance,null,Male,30,Other ,Please Specify):Colombia,Masters,Hispanic or Latino
62a381d024a262602738ab19,anonymous,10-Jun-22,1:39:00 PM,12:01:44 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,R,0,6,5,6,0,2,Easy,Other ,Please Specify):Opportunities for growth ,Male,28,United States,null,Masters,Hispanic or Latino
62a38227bae91e4b8b837235,anonymous,10-Jun-22,1:40:00 PM,12:01:37 AM,Data Analyst,No,125k-150k,137.5,Finance,null,Python,6,6,5,4,2,4,Easy,Remote Work,null,Male,26,United States,null,Bachelors,White or Caucasian
62a38489cf25554317309145,anonymous,10-Jun-22,1:51:00 PM,12:01:40 AM,Data Scientist,Yes,125k-150k,137.5,Other ,Please Specify):Retail,Python,6,7,7,10,6,7,Neither easy nor difficult,Remote Work,null,Female,32,United States,null,Masters,White or Caucasian
62a384f0cec54911e9cadd6f,anonymous,10-Jun-22,1:52:00 PM,12:02:41 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Marketing ,Other,3,5,6,4,6,6,Neither easy nor difficult,Better Salary,null,Female,40,Other ,Please Specify):Poland,PhD,White or Caucasian
62a385480f8c8599d5afa5c6,anonymous,10-Jun-22,1:54:00 PM,12:02:38 AM,Data Engineer,Yes,0-40k,20,Other ,Please Specify):Manufacturing,Python,4,7,7,6,8,7,Neither easy nor difficult,Better Salary,null,Male,36,Other ,Please Specify):Singapore,Associates,Asian or Asian American
62a3856218134ddc75cf1ee0,anonymous,10-Jun-22,1:54:00 PM,12:01:29 AM,Data Analyst,Yes,66k-85k,75.5,Finance,null,Python,6,10,9,9,9,10,Difficult,Better Salary,null,Male,35,United States,null,Bachelors,Hispanic or Latino
62a385c40f8c8599d5afa6cf,anonymous,10-Jun-22,1:56:00 PM,12:00:59 AM,Data Analyst,Yes,66k-85k,75.5,Tech,null,Python,3,4,4,4,5,5,Very Difficult,Good Work/Life Balance,null,Male,29,United States,null,Masters,Asian or Asian American
62a385ddbae91e4b8b837855,anonymous,10-Jun-22,1:56:00 PM,12:04:08 AM,Data Analyst,No,41k-65k,53,Finance,null,Python,6,5,9,9,7,5,Neither easy nor difficult,Other ,"Please Specify):I just started and I don't like programming so much, so I would search for a more impactiful role. Meaning: being able to take decisions that steer the business.",Female,25,Other ,Please Specify):Germany,Masters,Hispanic or Latino
62a385e7b4da29969c6372ab,anonymous,10-Jun-22,1:56:00 PM,12:02:05 AM,Database Developer,Yes,41k-65k,53,Other ,Please Specify):Hospitality ,Python,6,8,8,9,6,8,Difficult,Remote Work,null,Male,29,United States,null,Bachelors,White or Caucasian
62a386dfcec54911e9cae1d3,anonymous,10-Jun-22,2:01:00 PM,12:02:04 AM,Data Analyst,No,86k-105k,95.5,Agriculture,null,Python,7,6,7,4,5,8,Difficult,Good Work/Life Balance,null,Male,26,United States,null,Bachelors,Black or African American
62a3870bbc6861bf31775841,anonymous,10-Jun-22,2:01:00 PM,12:02:02 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Marketing,R,1,1,1,1,1,1,Neither easy nor difficult,Remote Work,null,Male,34,Other ,Please Specify):Ghana,Bachelors,Black or African American
62a38733f8d5efcc22f859fc,anonymous,10-Jun-22,2:02:00 PM,12:01:27 AM,Data Analyst,Yes,0-40k,20,Finance,null,Python,5,2,5,4,3,5,Neither easy nor difficult,Good Work/Life Balance,null,Male,26,Other ,Please Specify):Egypt,Bachelors,White or Caucasian
62a387e6575fa3a5ae8940a1,anonymous,10-Jun-22,2:05:00 PM,12:02:11 AM,Data Analyst,No,0-40k,20,Tech,null,Python,3,3,5,4,3,2,Difficult,Other ,Please Specify):Good opportunities in projects and learnjng,Female,22,India,null,Bachelors,Asian or Asian American
62a388d524a262602738b869,anonymous,10-Jun-22,2:09:00 PM,12:01:40 AM,Student/Looking/None,Yes,0-40k,20,Construction,null,Python,0,2,0,1,1,2,Very Difficult,Remote Work,null,Female,24,Other ,Please Specify):Kenya,Bachelors,Black or African American
62a38975b4da29969c637830,anonymous,10-Jun-22,2:12:00 PM,12:03:09 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Medical industry ,Python,3,6,6,6,4,3,Neither easy nor difficult,Better Salary,null,Male,26,Other ,Please Specify):Costa Rica,Bachelors,Hispanic or Latino
62a38985f8f756164585b89c,anonymous,10-Jun-22,2:12:00 PM,12:03:13 AM,Data Architect,Yes,0-40k,20,Finance,null,Python,5,6,2,3,3,5,Very Difficult,Good Work/Life Balance,null,Female,34,Other ,Please Specify):Portugsl,Masters,White or Caucasian
62a389b70f8c8599d5afad1a,anonymous,10-Jun-22,2:13:00 PM,12:02:27 AM,Data Analyst,No,0-40k,20,Tech,null,Python,3,5,4,5,4,2,Neither easy nor difficult,Better Salary,null,Male,29,India,null,Bachelors,Asian or Asian American
62a389ed18134ddc75cf24f8,anonymous,10-Jun-22,2:14:00 PM,12:01:27 AM,Data Scientist,No,0-40k,20,Tech,null,R,2,7,7,7,7,7,Easy,Better Salary,null,Male,21,Other ,Please Specify):Nigeria,Bachelors,Black or African American
62a38a060a77c1a77f6654b7,anonymous,10-Jun-22,2:14:00 PM,12:02:47 AM,Other ,No,0-40k,20,Other ,Please Specify):Management,Python,2,4,5,3,1,1,Neither easy nor difficult,Good Work/Life Balance,null,Female,35,Other ,Please Specify):Macedonia,Masters,White or Caucasian
62a38a4d575fa3a5ae8944df,anonymous,10-Jun-22,2:15:00 PM,12:01:43 AM,Data Analyst,No,41k-65k,53,Education,null,Python,7,7,8,8,6,7,Neither easy nor difficult,Good Work/Life Balance,null,Male,26,United States,null,Bachelors,Black or African American
62a38a97cf25554317309af2,anonymous,10-Jun-22,2:16:00 PM,12:01:42 AM,Data Analyst,Yes,41k-65k,53,Other ,Please Specify):Warehouse,Python,2,4,7,10,5,10,Neither easy nor difficult,Remote Work,null,Male,28,United States,null,Bachelors,White or Caucasian
62a38c120f8c8599d5afb0e9,anonymous,10-Jun-22,2:23:00 PM,12:02:02 AM,Other ,No,41k-65k,53,Other ,Please Specify):Non profit Animal Welfare,Python,1,5,5,1,0,3,Easy,Better Salary,null,Female,33,United States,null,Bachelors,White or Caucasian
62a38c9dbc6861bf317760c4,anonymous,10-Jun-22,2:25:00 PM,12:01:57 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Consulting,Other,7,6,5,7,4,4,Easy,Better Salary,null,Female,56,United States,null,Bachelors,White or Caucasian
62a38de50f8c8599d5afb3e7,anonymous,10-Jun-22,2:31:00 PM,12:04:30 AM,Other ,No,0-40k,20,Other ,Please Specify):Insurance ,Python,3,3,6,5,null,4,Difficult,Good Work/Life Balance,null,Male,23,India,null,Bachelors,Asian or Asian American
62a3906224a262602738c58a,anonymous,10-Jun-22,2:41:00 PM,12:01:16 AM,Data Scientist,Yes,125k-150k,137.5,Healthcare,null,Python,4,5,5,5,4,5,Difficult,Better Salary,null,Male,28,United States,null,Masters,White or Caucasian
62a3907cbae91e4b8b838917,anonymous,10-Jun-22,2:42:00 PM,12:01:44 AM,Student/Looking/None,No,0-40k,20,Other ,Please Specify):none,JavaScript,0,0,0,0,0,10,Neither easy nor difficult,Remote Work,null,Male,21,Other ,Please Specify):Egypt,High School,White or Caucasian
62a390c0d8c00e9f541a6fd7,anonymous,10-Jun-22,2:43:00 PM,12:02:14 AM,Student/Looking/None,No,66k-85k,75.5,Other ,Please Specify):Social work ,Python,2,2,4,1,2,1,Neither easy nor difficult,Good Work/Life Balance,null,Male,35,United States,null,Masters,Black or African American
62a390e4f3072dd89262c0cd,anonymous,10-Jun-22,2:43:00 PM,12:01:25 AM,Data Analyst,No,41k-65k,53,Healthcare,null,Python,7,5,9,9,9,8,Neither easy nor difficult,Remote Work,null,Male,29,Other ,Please Specify):Irel,Masters,Asian or Asian American
62a391cacf2555431730a623,anonymous,10-Jun-22,2:47:00 PM,12:01:18 AM,Data Analyst,No,86k-105k,95.5,Tech,null,Python,9,10,8,8,7,7,Neither easy nor difficult,Other ,Please Specify):Projects I’m interested in,Female,23,United States,null,Bachelors,Asian or Asian American
62a39214f8f756164585c6b6,anonymous,10-Jun-22,2:48:00 PM,12:03:06 AM,Other ,No,41k-65k,53,Finance,null,Python,3,3,3,0,0,1,Difficult,Good Work/Life Balance,null,Male,25,India,null,Bachelors,Asian or Asian American
62a39297b4da29969c638679,anonymous,10-Jun-22,2:51:00 PM,12:01:36 AM,Data Engineer,Yes,86k-105k,95.5,Other ,Please Specify):E-commerce,Python,8,7,10,9,10,10,Easy,Better Salary,null,Male,27,United States,null,Masters,White or Caucasian
62a393330a77c1a77f6662e4,anonymous,10-Jun-22,2:53:00 PM,12:01:54 AM,Data Analyst,No,0-40k,20,Tech,null,Python,3,8,7,5,8,7,Neither easy nor difficult,Better Salary,null,Male,22,India,null,Bachelors,Other (Please Specify):Indian
62a3944024a262602738cb07,anonymous,10-Jun-22,2:58:00 PM,12:02:02 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):IT,Python,6,3,5,7,5,7,Neither easy nor difficult,Good Work/Life Balance,null,Male,22,India,null,Bachelors,Asian or Asian American
62a3951ed8c00e9f541a75d1,anonymous,10-Jun-22,3:01:00 PM,12:01:41 AM,Other ,No,106k-125k,115.5,Other ,Please Specify),Java,7,7,4,5,5,4,Neither easy nor difficult,Better Salary,null,Male,43,United States,null,Masters,Asian or Asian American
62a3958fcec54911e9caf827,anonymous,10-Jun-22,3:03:00 PM,12:05:13 AM,Other ,Yes,0-40k,20,Tech,null,Python,3,5,8,4,5,5,Difficult,Better Salary,null,Female,32,United States,null,Bachelors,Asian or Asian American
62a3970ebae91e4b8b839495,anonymous,10-Jun-22,3:10:00 PM,12:01:06 AM,Student/Looking/None,Yes,66k-85k,75.5,Healthcare,null,Other,null,null,null,null,null,0,Difficult,Good Work/Life Balance,null,Female,42,United States,null,Masters,Asian or Asian American
62a3976ecf2555431730af5e,anonymous,10-Jun-22,3:11:00 PM,12:01:40 AM,Other ,No,66k-85k,75.5,Other ,Please Specify):Legal,Python,4,6,2,3,3,2,Very Difficult,Remote Work,null,Male,31,United States,null,Bachelors,Hispanic or Latino
62a397fb5d257a28a30e279a,anonymous,10-Jun-22,3:14:00 PM,12:01:20 AM,Data Engineer,No,0-40k,20,Other ,Please Specify):Media & advertising ,Python,0,10,10,5,0,3,Neither easy nor difficult,Better Salary,null,Male,25,United Kingdom,null,Bachelors,White or Caucasian
62a3980c7dc029e2d66c9a81,anonymous,10-Jun-22,3:14:00 PM,12:01:49 AM,Data Analyst,No,41k-65k,53,Agriculture,null,Other,3,5,5,5,3,2,Neither easy nor difficult,Better Salary,null,Female,25,United States,null,Masters,Asian or Asian American
62a3980e0f8c8599d5afc32c,anonymous,10-Jun-22,3:14:00 PM,12:01:27 AM,Data Analyst,Yes,106k-125k,115.5,Other ,Please Specify):Aviation,Other,9,9,9,6,9,8,Difficult,Good Work/Life Balance,null,Male,31,United States,null,Masters,Asian or Asian American
62a39a340f8c8599d5afc6ce,anonymous,10-Jun-22,3:23:00 PM,12:01:23 AM,Data Scientist,Yes,0-40k,20,Education,null,Python,3,3,1,1,1,6,Difficult,Better Salary,null,Male,36,Other ,Please Specify):Morocco,Masters,White or Caucasian
62a39a95bc6861bf3177751d,anonymous,10-Jun-22,3:25:00 PM,12:02:24 AM,Other ,No,41k-65k,53,Healthcare,null,Python,6,8,8,8,8,10,Neither easy nor difficult,Good Work/Life Balance,null,Female,35,Other ,Please Specify):Bulgaria,Masters,White or Caucasian
62a39b315d257a28a30e2cae,anonymous,10-Jun-22,3:27:00 PM,12:01:40 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Utilities,R,6,10,10,10,9,8,Easy,Remote Work,null,Male,28,United States,null,Bachelors,White or Caucasian
62a39b6cf408bae018ede929,anonymous,10-Jun-22,3:28:00 PM,12:01:55 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):Audit Firm,Python,8,8,9,9,8,7,Neither easy nor difficult,Better Salary,null,Male,27,Other ,Please Specify):Peru,Bachelors,Hispanic or Latino
62a39bd324a262602738d725,anonymous,10-Jun-22,3:30:00 PM,12:01:23 AM,Data Analyst,Yes,0-40k,20,Other ,Please Specify):Sports,Python,7,4,7,4,8,10,Easy,Good Work/Life Balance,null,Male,25,Other ,Please Specify):Costa Rica ,Bachelors,Hispanic or Latino
62a39e03f408bae018eded39,anonymous,10-Jun-22,3:39:00 PM,12:01:59 AM,Data Analyst,No,0-40k,20,Other ,Please Specify):E-commerce,Python,6,6,10,8,6,8,Neither easy nor difficult,Better Salary,null,Male,25,Other ,Please Specify):Poland,Bachelors,White or Caucasian
62a39e69d8c00e9f541a8358,anonymous,10-Jun-22,3:41:00 PM,12:01:10 AM,Other ,No,41k-65k,53,Other ,Please Specify):Sports/Marketing,R,5,5,5,5,5,5,Difficult,Good Work/Life Balance,null,Male,22,United States,null,Masters,White or Caucasian
62a3a0bcf8f756164585daf7,anonymous,10-Jun-22,3:51:00 PM,12:03:49 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,Other,7,8,8,4,6,8,Neither easy nor difficult,Good Culture,null,Male,38,Other ,Please Specify):Germany,High School,White or Caucasian
62a3a1a62e54c9003e53dc35,anonymous,10-Jun-22,3:55:00 PM,12:01:47 AM,Data Analyst,Yes,0-40k,20,Education,null,Python,0,0,5,0,0,0,Difficult,Good Culture,null,Male,27,Other ,Please Specify):Kenya,Bachelors,Black or African American
62a3a231b4da29969c639b2c,anonymous,10-Jun-22,3:57:00 PM,12:02:55 AM,Data Analyst,Yes,86k-105k,95.5,Other ,Please Specify):Consulting,Other,4,4,2,2,2,2,Easy,Remote Work,null,Female,34,Canada,null,Bachelors,Black or African American
62a3a3800f8c8599d5afd4db,anonymous,10-Jun-22,4:03:00 PM,12:01:45 AM,Data Analyst,Yes,66k-85k,75.5,Other ,Please Specify):Nonprofit,Python,9,10,10,9,8,10,Difficult,Better Salary,null,Female,31,United States,null,Bachelors,White or Caucasian
62a3a4fdbae91e4b8b83ab6f,anonymous,10-Jun-22,4:09:00 PM,12:03:52 AM,Data Analyst,Yes,41k-65k,53,Tech,null,Python,4,9,8,8,6,10,Neither easy nor difficult,Better Salary,null,Female,33,Canada,null,Masters,Black or African American
62a3a7f50a77c1a77f668221,anonymous,10-Jun-22,4:22:00 PM,12:00:59 AM,Student/Looking/None,Yes,0-40k,20,Tech,null,Python,2,5,5,5,5,5,Very Difficult,Remote Work,null,Male,23,United States,null,Bachelors,Asian or Asian American
62a3a90f24a262602738e800,anonymous,10-Jun-22,4:26:00 PM,12:01:26 AM,Data Analyst,Yes,41k-65k,53,Healthcare,null,Other,3,10,9,10,5,0,Neither easy nor difficult,Better Salary,null,Female,25,United States,null,Bachelors,Asian or Asian American
62a3a9dbd8c00e9f541a93eb,anonymous,10-Jun-22,4:30:00 PM,12:01:54 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,4,4,4,5,2,1,Difficult,Better Salary,null,Male,29,Other ,Please Specify):Iran,Masters,White or Caucasian
62a3aaa3cec54911e9cb1724,anonymous,10-Jun-22,4:33:00 PM,12:02:16 AM,Other ,Yes,41k-65k,53,Healthcare,null,R,5,7,9,8,8,8,Neither easy nor difficult,Better Salary,null,Female,29,United States,null,Masters,Black or African American
62a3ab320f8c8599d5afdfa8,anonymous,10-Jun-22,4:36:00 PM,12:01:45 AM,Data Analyst,Yes,0-40k,20,Tech,null,R,3,4,4,4,4,2,Easy,Better Salary,null,Male,31,India,null,Masters,Asian or Asian American
62a3abacd8c00e9f541a96eb,anonymous,10-Jun-22,4:38:00 PM,12:01:33 AM,Student/Looking/None,No,0-40k,20,Real Estate,null,R,0,5,0,0,0,0,Very Difficult,Remote Work,null,Male,34,Other ,Please Specify):South Africa ,High School,Black or African American
62a3ac4bf8f756164585ea83,anonymous,10-Jun-22,4:40:00 PM,12:02:04 AM,Data Analyst,Yes,0-40k,20,Tech,null,Python,3,2,4,3,7,8,Easy,Good Work/Life Balance,null,Male,26,Other ,Please Specify):Bangladesh ,Bachelors,Other (Please Specify):Bangladeshi
62a3ad35cec54911e9cb1b5c,anonymous,10-Jun-22,4:44:00 PM,12:01:34 AM,Other ,No,86k-105k,95.5,Healthcare,null,Python,4,6,5,6,6,4,Neither easy nor difficult,Remote Work,null,Female,26,United States,null,Bachelors,White or Caucasian
62a3ae69bc6861bf3177900d,anonymous,10-Jun-22,4:49:00 PM,12:02:55 AM,Other ,Yes,41k-65k,53,Other ,Please Specify):Law Enforcement,Other,3,6,9,6,5,10,Difficult,Other ,Please Specify):Mentorship from leading Data Analyst,Male,27,United States,null,Masters,Black or African American
